# Hid              Name                RA(HHMMSS)    R.A.(deg)            eR(SS)   Dec(DDMMSS)   Dec.(deg)       eD(SS)   Vel_HI   eV   W50   eW50   W20   eW20   PkFlux   ePkF   TotFlux   eTotF   MHI                  eMHI                   SNpeak   SNtot   rms   flag   specObjID             plateID               fiberID   mjd     ra          dec         z             zErr          Vel_SDSS   NOC_Spz   2nd_OC_specObjID      A_W20     A_W20_err   W20_center   aa_snr               V_NED   V_NED_e   RA_NED   RA_NED_e   DEC_NED   DEC_NED_e   potOC                        A_W50     A_W50_err  
  J113843+200520   A1367_fr3_070_VB    11:38:43.01   174.6791944441111    0.9      20:05:20.94   20.08915        13       3514     3    28    7      49    10     6.0      0.7    0.149     0.042   7.94                 0.15975266266440055    10.0     2.9     0.6   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.38901   0.09409     3514.0       10.493998662879081   -1      -1        174.6902 0.5        20.086511 0.5         "SDSS J113845.65+200511.4"   1.18281   0.13697    
  J114812+202307   A1367_fr3_073_VB    11:48:12.15   177.0506111111111    2.3      20:23:07.65   20.3854583333   16       3406     6    33    11     75    17     5.1      0.7    0.148     0.044   7.91                 0.16723214971854902    8.6      2.4     0.6   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    2.19536   0.09017     3406.0       9.601486977992115    -1      -1        177.0515 -1.0       20.380556 -1.0        "WISEA J114812.36+202250.0"  1.20629   0.15853    
  J113824+204431   A1367_fr3_074_VB    11:38:24.92   174.6038194441111    0.7      20:44:31.58   20.7421055556   10       3363     2    218   3      240   5      33.2     1.8    5.7       0.293   9.48                 0.059501384913704644   55.3     30.0    0.6   0      7240702538961670144   7240662406791178240   146       56311   174.60442   20.74048    0.01127588    2.71076E-5    3380       1         -1                    1.22154   0.01929     3363.0       143.8733515436534    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.2396    0.01933    
  J113749+205412   A1367_fr3_075_VB    11:37:49.91   174.4579444441111    1.1      20:54:12.97   20.9036027778   12       3369     7    156   13     199   20     4.2      0.6    0.41      0.08    8.34                 0.12316248569030032    6.9      2.9     0.6   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.17118   0.08829     3369.0       12.233629098173646   -1      -1        174.4711 -1.0       20.901333 -1.0        "SDSS J113753.07+205404.8"   1.29273   0.08158    
  J114515+211407   A1367_fr3_077_VB    11:45:15.89   176.3161944441111    1.1      21:14:07.92   21.2355333333   14       3538     5    79    10     101   15     4.0      0.6    0.246     0.063   8.16                 0.14904907954253946    6.7      2.8     0.6   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.08876   0.12579     3538.0       10.314669411245866   -1      -1        176.3151 -1.0       21.227333 -1.0        "SDSS J114515.64+211338.4"   1.39947   0.16174    
  J113542+214008   A1367_fr3_081_VB    11:35:42.56   173.9273194441111    0.7      21:40:08.01   21.6688916667   10       3542     2    113   4      126   6      13.4     1.0    1.339     0.132   8.9                  0.07995034220412493    16.7     9.8     0.8   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.14843   0.03971     3542.0       35.20759586248298    -1      -1        173.93   -1.0       21.669028 -1.0        "SDSS J113543.21+214008.5"   1.15841   0.03953    
  J114425+191626   A1367_fr3_082_VB    11:44:25.32   176.1054861111111    0.8      19:16:26.49   19.274025       12       2712     8    95    17     157   25     4.7      0.7    0.295     0.074   8.01                 0.14810432492459885    6.7      2.4     0.7   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    2.29386   0.38232     2712.0       9.668234498830818    -1      -1        176.1053 -1.0       19.279833 -1.0        "SDSS J114425.28+191647.4"   1.36354   0.10209    
  J114625+193019   A1367_fr3_084_VB    11:46:25.49   176.6061944441111    0.7      19:30:19.54   19.5054277778   10       2188     3    103   6      119   9      6.5      0.7    0.601     0.083   8.13                 0.09780295635536675    10.8     5.9     0.6   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.28937   0.06835     2188.0       22.069353516064858   -1      -1        176.6105 0.5        19.503556 0.5         "SDSS J114626.45+193011.9"   1.30299   0.06759    
  J114714+184034   A1367_fr3_085_VB    11:47:14.41   176.8100277781111    0.7      18:40:34.86   18.67635        10       1846     2    81    5      93    7      9.3      0.9    0.662     0.099   8.02                 0.10251979130184312    11.6     6.2     0.8   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.507     0.08832     1846.0       20.559402793123066   -1      -1        176.8079 -1.0       18.675056 -1.0        "WISEA J114713.91+184030.2"  1.09894   0.06106    
  J115358+203504   A1367_fr3_103_GR    11:53:58.89   178.4953611111111    1.2      20:35:04.76   20.5846555556   16       5363     4    35    9      45    13     3.5      0.7    0.093     0.047   8.276490903961765    0.2566567885152921     5.0      1.7     0.7   1      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.972     0.54434     5363.0       5.0215279985511625   -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.92639   0.49133    
  J114808+203442   A1367_fr3_1365_GR   11:48:08.60   177.0358194441111    0.9      20:34:42.01   20.5783361111   20       4746     11   21    22     119   33     3.7      0.6    0.071     0.035   8.159266304126906    0.2526315177198887     6.2      1.4     0.6   1      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    8.47337   7.79491     4746.0       5.774075431612156    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.16577   0.24932    
  J114701+184747   A1367_fr3_1562_GR   11:47:01.03   176.7542777781111    0.8      18:47:47.00   18.7963888889   17       4724     12   89    24     159   36     4.3      0.9    0.24      0.087   8.688219197119437    0.19620596743032281    4.8      1.5     0.9   1      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.12641   0.25386     4724.0       6.320606175199695    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         2.20875   0.55509    
  J114404+182540   A1367_fr3_2072_GR   11:44:04.80   176.0199861111111    0.8      18:25:40.04   18.4277888889   35       3202     8    58    16     99    23     4.6      0.8    0.22      0.073   8.02                 0.18285379184424588    5.8      2.0     0.8   1      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.22565   0.19698     3202.0       8.074278018327172    -1      -1        176.0215 -1.0       18.409444 -1.0        "SDSS J114405.18+182434.0"   1.17818   0.13528    
  J114214+181930   A1367_fr3_2387_GR   11:42:13.99   175.5582777781111    -99.0    18:19:30.00   18.325          -99      3399     4    196   8      204   12     3.4      0.7    0.201     0.07    8.04                 0.1888418118499654     4.8      1.1     0.7   1      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.36924   0.1361      3399.0       4.586221055892426    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.51397   0.12473    
  J114207+184725   A1367_fr3_2404_GR   11:42:06.99   175.5291111111111    0.7      18:47:25.90   18.7905277778   12       3498     16   60    32     186   48     4.8      1.0    0.22      0.088   8.1                  0.21424632506301386    4.8      1.3     1.0   1      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    2.93457   0.92531     3498.0       6.350852961085883    -1      -1        175.5296 -1.0       18.797417 -1.0        "SDSS J114207.11+184750.7"   1.20382   0.24272    
  J114159+195301   A1367_fr3_2447_GR   11:41:59.03   175.4959444441111    3.7      19:53:01.05   19.883625       24       3423     9    18    17     88    26     4.1      0.6    0.079     0.035   7.64                 0.23123674593964347    6.8      1.6     0.6   1      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    2.90861   0.98108     3423.0       6.939442643147277    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.07965   0.22743    
  J114139+191802   A1367_fr3_2489_GR   11:41:39.51   175.4146111111111    0.8      19:18:02.26   19.3006277778   20       3041     10   27    20     79    29     3.1      0.6    0.072     0.038   7.49                 0.2685859361290326     5.1      1.1     0.6   1      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    3.47711   1.3001      3041.0       5.163977794943223    -1      -1        -1.0     -1.0       -1.0      -1.0        blah                         1.19224   0.26605    
  J114140+193611   A1367_fr3_2507_GR   11:41:40.54   175.4189027781111    1.0      19:36:11.99   19.6033305556   12       4572     9    121   18     187   28     3.7      0.6    0.354     0.078   8.857011217433618    0.1340118363994188     6.2      1.9     0.6   0      -1                    -1                    -1        -1      -1.0        -1.0        -1.0          -1.0          -1         -1        -1                    1.11277   0.13004     4572.0       11.99345551568069    -1      -1        175.4267 -1.0       19.5775   -1.0        "WISEA J114142.43+193439.0"  1.21319   0.09914    
